run,condition,scenario,trace_path,battery_csv_path,energy_total_mj,battery_energy_valid,battery_current_nonzero_samples,battery_current_nonzero_ratio,avg_current_ma,avg_voltage_v,duration_s,sample_count,avg_power_mw,avg_cpu_freq_mhz,cpu_big_core_pct,cpu_freq_residency_ghz_s,cpu_energy_proxy_score,cpu_energy_proxy_per_s,peak_memory_rss_kb,frame_janks,energy_method,parse_error
25,csr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_25_csr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_25_csr_static.battery.csv,6992.92,True,16,1.0,184.0,3.98,9.5,16,732.3,,,,,,,,adb_dumpsys_battery_polling,
26,ssr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_26_ssr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_26_ssr_static.battery.csv,7625.78,True,16,1.0,256.0,3.976,7.5,16,1017.9,,,,,,,,adb_dumpsys_battery_polling,
27,ssr,dynamic,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_27_ssr_dynamic.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_27_ssr_dynamic.battery.csv,6151.65,True,16,1.0,203.44,3.975,7.7,16,800.4,,,,,,,,adb_dumpsys_battery_polling,
28,csr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_28_csr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_28_csr_static.battery.csv,14861.79,True,16,1.0,462.31,3.954,8.0,16,1857.0,,,,,,,,adb_dumpsys_battery_polling,
29,csr,dynamic,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_29_csr_dynamic.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_29_csr_dynamic.battery.csv,6397.68,True,18,1.0,187.0,3.974,8.6,18,743.1,,,,,,,,adb_dumpsys_battery_polling,
2,ssr,massive,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_2_ssr_massive.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_2_ssr_massive.battery.csv,24448.19,True,15,1.0,833.4,3.939,7.5,15,3268.5,,,,,,,,adb_dumpsys_battery_polling,
30,ssr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_30_ssr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_30_ssr_static.battery.csv,5640.82,True,17,1.0,182.0,3.972,7.8,17,722.9,,,,,,,,adb_dumpsys_battery_polling,
31,csr,dynamic,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_31_csr_dynamic.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_31_csr_dynamic.battery.csv,8688.52,True,18,1.0,261.0,3.972,8.4,18,1036.7,,,,,,,,adb_dumpsys_battery_polling,
32,ssr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_32_ssr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_32_ssr_static.battery.csv,8582.05,True,15,1.0,301.0,3.971,7.2,15,1195.3,,,,,,,,adb_dumpsys_battery_polling,
33,csr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_33_csr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_33_csr_static.battery.csv,7886.09,True,18,1.0,226.89,3.96,8.7,18,903.0,,,,,,,,adb_dumpsys_battery_polling,
34,ssr,massive,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_34_ssr_massive.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_34_ssr_massive.battery.csv,10611.22,True,16,1.0,348.0,3.96,7.7,16,1378.1,,,,,,,,adb_dumpsys_battery_polling,
35,csr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_35_csr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_35_csr_static.battery.csv,8107.74,True,17,1.0,184.0,3.964,11.1,17,729.4,,,,,,,,adb_dumpsys_battery_polling,
36,csr,dynamic,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_36_csr_dynamic.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_36_csr_dynamic.battery.csv,6833.95,True,18,1.0,204.0,3.964,8.5,18,808.7,,,,,,,,adb_dumpsys_battery_polling,
37,csr,massive,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_37_csr_massive.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_37_csr_massive.battery.csv,6049.67,True,17,1.0,189.12,3.962,8.1,17,746.0,,,,,,,,adb_dumpsys_battery_polling,
38,csr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_38_csr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_38_csr_static.battery.csv,26548.54,True,17,1.0,818.88,3.903,8.2,17,3241.2,,,,,,,,adb_dumpsys_battery_polling,
39,ssr,dynamic,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_39_ssr_dynamic.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_39_ssr_dynamic.battery.csv,6619.04,True,15,1.0,240.0,3.958,7.0,15,949.9,,,,,,,,adb_dumpsys_battery_polling,
3,ssr,massive,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_3_ssr_massive.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_3_ssr_massive.battery.csv,5924.52,True,15,1.0,212.0,4.006,7.0,15,849.3,,,,,,,,adb_dumpsys_battery_polling,
40,ssr,massive,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_40_ssr_massive.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_40_ssr_massive.battery.csv,5428.85,True,15,1.0,193.0,3.954,7.1,15,763.1,,,,,,,,adb_dumpsys_battery_polling,
41,ssr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_41_ssr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_41_ssr_static.battery.csv,5604.13,True,15,1.0,203.0,3.95,7.0,15,801.9,,,,,,,,adb_dumpsys_battery_polling,
42,csr,dynamic,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_42_csr_dynamic.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_42_csr_dynamic.battery.csv,6302.18,True,18,1.0,191.0,3.953,8.3,18,755.0,,,,,,,,adb_dumpsys_battery_polling,
43,ssr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_43_ssr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_43_ssr_static.battery.csv,10320.51,True,16,1.0,355.0,3.949,7.6,16,1359.0,,,,,,,,adb_dumpsys_battery_polling,
44,csr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_44_csr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_44_csr_static.battery.csv,8177.16,True,18,1.0,247.22,3.938,8.4,18,975.2,,,,,,,,adb_dumpsys_battery_polling,
45,csr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_45_csr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_45_csr_static.battery.csv,6694.23,True,18,1.0,194.0,3.949,8.7,18,766.1,,,,,,,,adb_dumpsys_battery_polling,
46,ssr,dynamic,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_46_ssr_dynamic.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_46_ssr_dynamic.battery.csv,6250.04,True,16,1.0,210.0,3.942,7.5,16,827.8,,,,,,,,adb_dumpsys_battery_polling,
47,csr,dynamic,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_47_csr_dynamic.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_47_csr_dynamic.battery.csv,6364.43,True,18,1.0,186.0,3.943,8.7,18,733.4,,,,,,,,adb_dumpsys_battery_polling,
48,ssr,massive,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_48_ssr_massive.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_48_ssr_massive.battery.csv,7873.49,True,16,1.0,274.0,3.945,7.3,16,1080.9,,,,,,,,adb_dumpsys_battery_polling,
49,ssr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_49_ssr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_49_ssr_static.battery.csv,13002.74,True,16,1.0,448.38,3.903,7.4,16,1766.2,,,,,,,,adb_dumpsys_battery_polling,
4,ssr,massive,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_4_ssr_massive.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_4_ssr_massive.battery.csv,5896.79,True,16,1.0,198.0,4.004,7.4,16,792.8,,,,,,,,adb_dumpsys_battery_polling,
50,ssr,massive,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_50_ssr_massive.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_50_ssr_massive.battery.csv,5580.06,True,15,1.0,197.0,3.908,7.2,15,769.9,,,,,,,,adb_dumpsys_battery_polling,
51,csr,dynamic,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_51_csr_dynamic.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_51_csr_dynamic.battery.csv,8575.41,True,19,1.0,250.0,3.94,8.7,19,985.0,,,,,,,,adb_dumpsys_battery_polling,
52,csr,dynamic,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_52_csr_dynamic.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_52_csr_dynamic.battery.csv,6343.18,True,17,1.0,196.0,3.94,8.2,17,772.2,,,,,,,,adb_dumpsys_battery_polling,
53,csr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_53_csr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_53_csr_static.battery.csv,6512.1,True,18,1.0,193.0,3.939,8.6,18,760.2,,,,,,,,adb_dumpsys_battery_polling,
54,csr,massive,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_54_csr_massive.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_54_csr_massive.battery.csv,7511.83,True,17,1.0,228.29,3.933,8.3,17,900.6,,,,,,,,adb_dumpsys_battery_polling,
55,ssr,dynamic,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_55_ssr_dynamic.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_55_ssr_dynamic.battery.csv,10002.92,True,16,1.0,345.0,3.925,7.4,16,1354.1,,,,,,,,adb_dumpsys_battery_polling,
56,ssr,massive,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_56_ssr_massive.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_56_ssr_massive.battery.csv,7409.92,True,15,1.0,253.0,3.935,7.4,15,995.6,,,,,,,,adb_dumpsys_battery_polling,
57,csr,massive,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_57_csr_massive.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_57_csr_massive.battery.csv,6166.24,True,18,1.0,181.0,3.933,8.7,18,711.9,,,,,,,,adb_dumpsys_battery_polling,
58,ssr,dynamic,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_58_ssr_dynamic.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_58_ssr_dynamic.battery.csv,7279.22,True,16,1.0,251.0,3.927,7.4,16,985.7,,,,,,,,adb_dumpsys_battery_polling,
59,csr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_59_csr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_59_csr_static.battery.csv,14328.59,True,18,1.0,439.67,3.904,8.4,18,1702.3,,,,,,,,adb_dumpsys_battery_polling,
5,csr,massive,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_5_csr_massive.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_5_csr_massive.battery.csv,7116.58,True,18,1.0,201.0,4.007,8.8,18,805.4,,,,,,,,adb_dumpsys_battery_polling,
60,ssr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_60_ssr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_60_ssr_static.battery.csv,7661.33,True,15,1.0,209.0,3.926,9.3,15,820.5,,,,,,,,adb_dumpsys_battery_polling,
6,csr,static,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_6_csr_static.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_6_csr_static.battery.csv,6552.12,True,17,1.0,184.0,4.006,8.9,17,737.1,,,,,,,,adb_dumpsys_battery_polling,
7,ssr,dynamic,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_7_ssr_dynamic.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_7_ssr_dynamic.battery.csv,24280.73,True,16,1.0,761.94,3.953,8.6,16,2827.9,,,,,,,,adb_dumpsys_battery_polling,
8,csr,massive,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_8_csr_massive.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_8_csr_massive.battery.csv,7647.42,True,17,1.0,237.0,3.995,8.1,17,946.8,,,,,,,,adb_dumpsys_battery_polling,
9,ssr,dynamic,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_9_ssr_dynamic.perfetto-trace,/Users/danielvginneken/Desktop/Research_Paper/data/runs/20260401_113435/raw/run_9_ssr_dynamic.battery.csv,7063.3,True,14,1.0,261.0,3.998,6.8,14,1043.5,,,,,,,,adb_dumpsys_battery_polling,
