timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775036539.573,-181000,4005000,260,4110000,dumpsys_battery
1775036540.120,-181000,4005000,260,4110000,dumpsys_battery
1775036541.354,-181000,4005000,260,4110000,dumpsys_battery
1775036542.095,-896000,3941000,261,4110000,dumpsys_battery
1775036542.643,-896000,3941000,261,4110000,dumpsys_battery
1775036543.246,-896000,3941000,261,4110000,dumpsys_battery
1775036543.653,-896000,3941000,261,4110000,dumpsys_battery
1775036544.184,-896000,3941000,261,4110000,dumpsys_battery
1775036544.696,-896000,3941000,261,4110000,dumpsys_battery
1775036545.201,-896000,3941000,261,4110000,dumpsys_battery
1775036545.711,-896000,3941000,261,4110000,dumpsys_battery
1775036546.210,-896000,3941000,261,4110000,dumpsys_battery
1775036546.740,-896000,3941000,261,4110000,dumpsys_battery
1775036547.156,-896000,3941000,261,4110000,dumpsys_battery
1775036547.630,-896000,3941000,261,4110000,dumpsys_battery
1775036548.159,-896000,3941000,261,4110000,dumpsys_battery
