timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775036802.831,-183000,3999000,260,4085000,dumpsys_battery
1775036803.378,-183000,3999000,260,4085000,dumpsys_battery
1775036803.844,-183000,3999000,260,4085000,dumpsys_battery
1775036804.382,-183000,3999000,260,4085000,dumpsys_battery
1775036804.847,-183000,3999000,260,4085000,dumpsys_battery
1775036805.331,-183000,3999000,260,4085000,dumpsys_battery
1775036805.762,-183000,3999000,260,4085000,dumpsys_battery
1775036806.334,-183000,3999000,260,4085000,dumpsys_battery
1775036806.848,-183000,3999000,260,4085000,dumpsys_battery
1775036807.369,-183000,3999000,260,4085000,dumpsys_battery
1775036808.023,-183000,3999000,260,4085000,dumpsys_battery
1775036808.649,-183000,3999000,260,4085000,dumpsys_battery
1775036809.131,-183000,3999000,260,4085000,dumpsys_battery
1775036809.657,-183000,3999000,260,4085000,dumpsys_battery
1775036810.236,-183000,3999000,260,4085000,dumpsys_battery
