timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775037987.998,-187000,3974000,260,3945000,dumpsys_battery
1775037988.515,-187000,3974000,260,3945000,dumpsys_battery
1775037989.037,-187000,3974000,260,3945000,dumpsys_battery
1775037989.516,-187000,3974000,260,3945000,dumpsys_battery
1775037989.965,-187000,3974000,260,3945000,dumpsys_battery
1775037990.429,-187000,3974000,260,3945000,dumpsys_battery
1775037990.844,-187000,3974000,260,3945000,dumpsys_battery
1775037991.378,-187000,3974000,260,3945000,dumpsys_battery
1775037991.942,-187000,3974000,260,3945000,dumpsys_battery
1775037992.573,-187000,3974000,260,3945000,dumpsys_battery
1775037993.134,-187000,3974000,260,3945000,dumpsys_battery
1775037993.645,-187000,3974000,260,3945000,dumpsys_battery
1775037994.106,-187000,3974000,260,3945000,dumpsys_battery
1775037994.658,-187000,3974000,260,3945000,dumpsys_battery
1775037995.114,-187000,3974000,260,3945000,dumpsys_battery
1775037995.640,-187000,3974000,260,3945000,dumpsys_battery
1775037996.081,-187000,3974000,260,3945000,dumpsys_battery
1775037996.607,-187000,3974000,260,3945000,dumpsys_battery
