timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775038714.398,-193000,3954000,260,3855000,dumpsys_battery
1775038714.914,-193000,3954000,260,3855000,dumpsys_battery
1775038715.440,-193000,3954000,260,3855000,dumpsys_battery
1775038715.981,-193000,3954000,260,3855000,dumpsys_battery
1775038716.429,-193000,3954000,260,3855000,dumpsys_battery
1775038716.853,-193000,3954000,260,3855000,dumpsys_battery
1775038717.391,-193000,3954000,260,3855000,dumpsys_battery
1775038717.902,-193000,3954000,260,3855000,dumpsys_battery
1775038718.406,-193000,3954000,260,3855000,dumpsys_battery
1775038718.928,-193000,3954000,260,3855000,dumpsys_battery
1775038719.441,-193000,3954000,260,3855000,dumpsys_battery
1775038720.003,-193000,3954000,260,3855000,dumpsys_battery
1775038720.423,-193000,3954000,260,3855000,dumpsys_battery
1775038720.933,-193000,3954000,260,3855000,dumpsys_battery
1775038721.512,-193000,3954000,260,3855000,dumpsys_battery
