timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775038317.605,-348000,3960000,260,3910000,dumpsys_battery
1775038318.121,-348000,3960000,260,3910000,dumpsys_battery
1775038318.646,-348000,3960000,260,3910000,dumpsys_battery
1775038319.117,-348000,3960000,260,3910000,dumpsys_battery
1775038319.609,-348000,3960000,260,3910000,dumpsys_battery
1775038320.043,-348000,3960000,260,3910000,dumpsys_battery
1775038320.440,-348000,3960000,260,3910000,dumpsys_battery
1775038320.999,-348000,3960000,260,3910000,dumpsys_battery
1775038321.577,-348000,3960000,260,3910000,dumpsys_battery
1775038322.176,-348000,3960000,260,3910000,dumpsys_battery
1775038322.793,-348000,3960000,260,3910000,dumpsys_battery
1775038323.420,-348000,3960000,260,3910000,dumpsys_battery
1775038323.867,-348000,3960000,260,3910000,dumpsys_battery
1775038324.360,-348000,3960000,260,3910000,dumpsys_battery
1775038324.804,-348000,3960000,260,3910000,dumpsys_battery
1775038325.305,-348000,3960000,260,3910000,dumpsys_battery
