timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775036672.164,-261000,3998000,260,4100000,dumpsys_battery
1775036672.684,-261000,3998000,260,4100000,dumpsys_battery
1775036673.202,-261000,3998000,260,4100000,dumpsys_battery
1775036673.762,-261000,3998000,260,4100000,dumpsys_battery
1775036674.316,-261000,3998000,260,4100000,dumpsys_battery
1775036674.750,-261000,3998000,260,4100000,dumpsys_battery
1775036675.310,-261000,3998000,260,4100000,dumpsys_battery
1775036675.875,-261000,3998000,260,4100000,dumpsys_battery
1775036676.383,-261000,3998000,260,4100000,dumpsys_battery
1775036676.886,-261000,3998000,260,4100000,dumpsys_battery
1775036677.403,-261000,3998000,260,4100000,dumpsys_battery
1775036677.886,-261000,3998000,260,4100000,dumpsys_battery
1775036678.420,-261000,3998000,260,4100000,dumpsys_battery
1775036678.933,-261000,3998000,260,4100000,dumpsys_battery
