timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775038186.025,-301000,3971000,260,3930000,dumpsys_battery
1775038186.560,-301000,3971000,260,3930000,dumpsys_battery
1775038187.057,-301000,3971000,260,3930000,dumpsys_battery
1775038187.580,-301000,3971000,260,3930000,dumpsys_battery
1775038188.024,-301000,3971000,260,3930000,dumpsys_battery
1775038188.499,-301000,3971000,260,3930000,dumpsys_battery
1775038188.898,-301000,3971000,260,3930000,dumpsys_battery
1775038189.468,-301000,3971000,260,3930000,dumpsys_battery
1775038190.094,-301000,3971000,260,3930000,dumpsys_battery
1775038190.689,-301000,3971000,260,3930000,dumpsys_battery
1775038191.244,-301000,3971000,260,3930000,dumpsys_battery
1775038191.760,-301000,3971000,260,3930000,dumpsys_battery
1775038192.217,-301000,3971000,260,3930000,dumpsys_battery
1775038192.689,-301000,3971000,260,3930000,dumpsys_battery
1775038193.205,-301000,3971000,260,3930000,dumpsys_battery
