timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775038584.064,-278000,3960000,260,3880000,dumpsys_battery
1775038584.575,-278000,3960000,260,3880000,dumpsys_battery
1775038585.138,-891000,3895000,261,3870000,dumpsys_battery
1775038585.734,-891000,3895000,261,3870000,dumpsys_battery
1775038586.199,-891000,3895000,261,3870000,dumpsys_battery
1775038586.595,-891000,3895000,261,3870000,dumpsys_battery
1775038587.137,-891000,3895000,261,3870000,dumpsys_battery
1775038587.637,-891000,3895000,261,3870000,dumpsys_battery
1775038588.197,-891000,3895000,261,3870000,dumpsys_battery
1775038588.668,-891000,3895000,261,3870000,dumpsys_battery
1775038589.327,-891000,3895000,261,3870000,dumpsys_battery
1775038589.852,-891000,3895000,261,3870000,dumpsys_battery
1775038590.270,-891000,3895000,261,3870000,dumpsys_battery
1775038590.704,-891000,3895000,261,3870000,dumpsys_battery
1775038591.293,-891000,3895000,261,3870000,dumpsys_battery
1775038591.735,-891000,3895000,261,3870000,dumpsys_battery
1775038592.255,-891000,3895000,261,3870000,dumpsys_battery
