timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775034094.601,-176000,4043000,254,4390000,dumpsys_battery
1775034095.356,-176000,4043000,254,4390000,dumpsys_battery
1775034095.767,-176000,4043000,254,4390000,dumpsys_battery
1775034096.304,-176000,4043000,254,4390000,dumpsys_battery
1775034096.838,-176000,4043000,254,4390000,dumpsys_battery
1775034097.393,-176000,4043000,254,4390000,dumpsys_battery
1775034097.893,-176000,4043000,254,4390000,dumpsys_battery
1775034098.438,-176000,4043000,254,4390000,dumpsys_battery
1775034098.939,-176000,4043000,254,4390000,dumpsys_battery
1775034099.490,-176000,4043000,254,4390000,dumpsys_battery
1775034100.054,-176000,4043000,254,4390000,dumpsys_battery
1775034100.622,-176000,4043000,254,4390000,dumpsys_battery
1775034101.176,-176000,4043000,254,4390000,dumpsys_battery
1775034101.766,-176000,4043000,254,4390000,dumpsys_battery
1775034102.201,-176000,4043000,254,4390000,dumpsys_battery
1775034102.701,-176000,4043000,254,4390000,dumpsys_battery
1775034103.257,-176000,4043000,254,4390000,dumpsys_battery
