timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775035249.757,-219000,4015000,259,4255000,dumpsys_battery
1775035250.342,-180000,4018000,259,4255000,dumpsys_battery
1775035250.828,-180000,4018000,259,4255000,dumpsys_battery
1775035251.436,-180000,4018000,259,4255000,dumpsys_battery
1775035251.958,-180000,4018000,259,4255000,dumpsys_battery
1775035252.387,-180000,4018000,259,4255000,dumpsys_battery
1775035252.890,-180000,4018000,259,4255000,dumpsys_battery
1775035253.327,-180000,4018000,259,4255000,dumpsys_battery
1775035253.819,-180000,4018000,259,4255000,dumpsys_battery
1775035254.314,-180000,4018000,259,4255000,dumpsys_battery
1775035254.900,-180000,4018000,259,4255000,dumpsys_battery
1775035255.441,-180000,4018000,259,4255000,dumpsys_battery
1775035256.046,-180000,4018000,259,4255000,dumpsys_battery
1775035256.472,-180000,4018000,259,4255000,dumpsys_battery
1775035258.477,-180000,4018000,259,4255000,dumpsys_battery
1775035259.118,-180000,4018000,259,4255000,dumpsys_battery
1775035259.544,-180000,4018000,259,4255000,dumpsys_battery
1775035260.057,-180000,4018000,259,4255000,dumpsys_battery
