timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775034381.566,-329000,4038000,256,4350000,dumpsys_battery
1775034382.226,-329000,4038000,256,4350000,dumpsys_battery
1775034382.728,-329000,4038000,256,4350000,dumpsys_battery
1775034383.314,-329000,4038000,256,4350000,dumpsys_battery
1775034383.806,-329000,4038000,256,4350000,dumpsys_battery
1775034384.343,-329000,4038000,256,4350000,dumpsys_battery
1775034384.870,-329000,4038000,256,4350000,dumpsys_battery
1775034385.487,-329000,4038000,256,4350000,dumpsys_battery
1775034386.102,-329000,4038000,256,4350000,dumpsys_battery
1775034386.715,-329000,4038000,256,4350000,dumpsys_battery
1775034387.330,-329000,4038000,256,4350000,dumpsys_battery
1775034387.824,-329000,4038000,256,4350000,dumpsys_battery
1775034388.576,-329000,4038000,256,4350000,dumpsys_battery
1775034389.167,-329000,4038000,256,4350000,dumpsys_battery
