timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775034670.667,-180000,4037000,257,4320000,dumpsys_battery
1775034671.256,-180000,4037000,257,4320000,dumpsys_battery
1775034671.777,-180000,4037000,257,4320000,dumpsys_battery
1775034672.278,-180000,4037000,257,4320000,dumpsys_battery
1775034672.768,-180000,4037000,257,4320000,dumpsys_battery
1775034673.264,-180000,4037000,257,4320000,dumpsys_battery
1775034673.708,-180000,4037000,257,4320000,dumpsys_battery
1775034674.167,-180000,4037000,257,4320000,dumpsys_battery
1775034674.737,-180000,4037000,257,4320000,dumpsys_battery
1775034675.237,-180000,4037000,257,4320000,dumpsys_battery
1775034675.752,-180000,4037000,257,4320000,dumpsys_battery
1775034676.310,-180000,4037000,257,4320000,dumpsys_battery
1775034676.863,-180000,4037000,257,4320000,dumpsys_battery
1775034677.291,-180000,4037000,257,4320000,dumpsys_battery
1775034677.795,-180000,4037000,257,4320000,dumpsys_battery
1775034678.345,-180000,4037000,257,4320000,dumpsys_battery
