timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775033604.736,-190000,4056000,250,4450000,dumpsys_battery
1775033605.361,-190000,4056000,250,4450000,dumpsys_battery
1775033605.793,-190000,4056000,250,4450000,dumpsys_battery
1775033606.323,-190000,4056000,250,4450000,dumpsys_battery
1775033606.772,-190000,4056000,250,4450000,dumpsys_battery
1775033607.223,-190000,4056000,250,4450000,dumpsys_battery
1775033607.724,-190000,4056000,250,4450000,dumpsys_battery
1775033608.185,-190000,4056000,250,4450000,dumpsys_battery
1775033608.869,-190000,4056000,250,4450000,dumpsys_battery
1775033609.433,-190000,4056000,250,4450000,dumpsys_battery
1775033610.110,-190000,4056000,250,4450000,dumpsys_battery
1775033610.574,-190000,4056000,250,4450000,dumpsys_battery
1775033611.060,-190000,4056000,250,4450000,dumpsys_battery
1775033611.639,-190000,4056000,250,4450000,dumpsys_battery
1775033612.071,-190000,4056000,250,4450000,dumpsys_battery
1775033612.662,-190000,4056000,250,4450000,dumpsys_battery
1775033613.136,-190000,4056000,250,4450000,dumpsys_battery
