timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775034711.067,-348000,4034000,257,4310000,dumpsys_battery
1775034711.687,-348000,4034000,257,4310000,dumpsys_battery
1775034712.137,-348000,4034000,257,4310000,dumpsys_battery
1775034712.581,-348000,4034000,257,4310000,dumpsys_battery
1775034713.018,-348000,4034000,257,4310000,dumpsys_battery
1775034713.502,-348000,4034000,257,4310000,dumpsys_battery
1775034713.935,-348000,4034000,257,4310000,dumpsys_battery
1775034714.395,-348000,4034000,257,4310000,dumpsys_battery
1775034714.951,-348000,4034000,257,4310000,dumpsys_battery
1775034715.496,-348000,4034000,257,4310000,dumpsys_battery
1775034716.026,-348000,4034000,257,4310000,dumpsys_battery
1775034716.503,-348000,4034000,257,4310000,dumpsys_battery
1775034717.020,-348000,4034000,257,4310000,dumpsys_battery
1775034717.450,-348000,4034000,257,4310000,dumpsys_battery
1775034717.939,-348000,4034000,257,4310000,dumpsys_battery
1775034718.523,-348000,4034000,257,4310000,dumpsys_battery
1775034719.067,-348000,4034000,257,4310000,dumpsys_battery
