timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775034422.321,-241000,4038000,256,4345000,dumpsys_battery
1775034422.898,-241000,4038000,256,4345000,dumpsys_battery
1775034423.495,-241000,4038000,256,4345000,dumpsys_battery
1775034424.087,-241000,4038000,256,4345000,dumpsys_battery
1775034424.557,-241000,4038000,256,4345000,dumpsys_battery
1775034425.062,-241000,4038000,256,4345000,dumpsys_battery
1775034425.550,-241000,4038000,256,4345000,dumpsys_battery
1775034426.147,-241000,4038000,256,4345000,dumpsys_battery
1775034426.765,-241000,4038000,256,4345000,dumpsys_battery
1775034427.366,-241000,4038000,256,4345000,dumpsys_battery
1775034427.983,-241000,4038000,256,4345000,dumpsys_battery
1775034428.607,-241000,4038000,256,4345000,dumpsys_battery
1775034429.105,-241000,4038000,256,4345000,dumpsys_battery
1775034429.699,-241000,4038000,256,4345000,dumpsys_battery
1775034430.291,-241000,4038000,256,4345000,dumpsys_battery
1775034430.841,-241000,4038000,256,4345000,dumpsys_battery
