timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775034136.750,-1420000,4012000,254,4385000,dumpsys_battery
1775034137.228,-1420000,4012000,254,4385000,dumpsys_battery
1775034137.858,-1420000,4012000,254,4385000,dumpsys_battery
1775034138.341,-1269000,3957000,255,4380000,dumpsys_battery
1775034138.842,-1269000,3957000,255,4380000,dumpsys_battery
1775034139.222,-1269000,3957000,255,4380000,dumpsys_battery
1775034139.628,-1269000,3957000,255,4380000,dumpsys_battery
1775034140.108,-1269000,3957000,255,4380000,dumpsys_battery
1775034140.603,-1269000,3957000,255,4380000,dumpsys_battery
1775034141.167,-1269000,3957000,255,4380000,dumpsys_battery
1775034141.628,-1269000,3957000,255,4380000,dumpsys_battery
1775034142.133,-1269000,3957000,255,4380000,dumpsys_battery
1775034142.703,-1269000,3957000,255,4380000,dumpsys_battery
1775034143.178,-1269000,3957000,255,4380000,dumpsys_battery
1775034143.603,-1269000,3957000,255,4380000,dumpsys_battery
1775034144.093,-1269000,3957000,255,4380000,dumpsys_battery
1775034144.668,-1269000,3957000,255,4380000,dumpsys_battery
