timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775033849.891,-200000,4050000,252,4420000,dumpsys_battery
1775033850.424,-200000,4050000,252,4420000,dumpsys_battery
1775033850.943,-200000,4050000,252,4420000,dumpsys_battery
1775033851.401,-200000,4050000,252,4420000,dumpsys_battery
1775033851.845,-200000,4050000,252,4420000,dumpsys_battery
1775033852.224,-200000,4050000,252,4420000,dumpsys_battery
1775033852.686,-200000,4050000,252,4420000,dumpsys_battery
1775033853.156,-200000,4050000,252,4420000,dumpsys_battery
1775033853.678,-200000,4050000,252,4420000,dumpsys_battery
1775033854.214,-200000,4050000,252,4420000,dumpsys_battery
1775033854.793,-200000,4050000,252,4420000,dumpsys_battery
1775033855.376,-200000,4050000,252,4420000,dumpsys_battery
1775033855.853,-200000,4050000,252,4420000,dumpsys_battery
1775033856.477,-200000,4050000,252,4420000,dumpsys_battery
1775033857.045,-200000,4050000,252,4420000,dumpsys_battery
1775033857.751,-200000,4050000,252,4420000,dumpsys_battery
1775033858.373,-200000,4050000,252,4420000,dumpsys_battery
