timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775035579.535,-259000,4010000,260,4215000,dumpsys_battery
1775035580.088,-259000,4010000,260,4215000,dumpsys_battery
1775035580.622,-1177000,4009000,261,4215000,dumpsys_battery
1775035581.163,-1177000,4009000,261,4215000,dumpsys_battery
1775035581.619,-1177000,4009000,261,4215000,dumpsys_battery
1775035581.999,-1177000,4009000,261,4215000,dumpsys_battery
1775035582.453,-1177000,4009000,261,4215000,dumpsys_battery
1775035583.070,-1177000,4009000,261,4215000,dumpsys_battery
1775035583.634,-1177000,4009000,261,4215000,dumpsys_battery
1775035584.230,-1177000,4009000,261,4215000,dumpsys_battery
1775035584.761,-1177000,4009000,261,4215000,dumpsys_battery
1775035585.273,-1177000,4009000,261,4215000,dumpsys_battery
1775035585.811,-1177000,4009000,261,4215000,dumpsys_battery
1775035586.263,-1177000,4009000,261,4215000,dumpsys_battery
1775035586.947,-1177000,4009000,261,4215000,dumpsys_battery
