timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1775033276.714,-181000,4063000,246,4490000,dumpsys_battery
1775033277.294,-181000,4063000,246,4490000,dumpsys_battery
1775033277.817,-181000,4063000,246,4490000,dumpsys_battery
1775033278.275,-181000,4063000,246,4490000,dumpsys_battery
1775033278.697,-181000,4063000,246,4490000,dumpsys_battery
1775033279.157,-181000,4063000,246,4490000,dumpsys_battery
1775033279.554,-181000,4063000,246,4490000,dumpsys_battery
1775033280.022,-181000,4063000,246,4490000,dumpsys_battery
1775033280.539,-181000,4063000,246,4490000,dumpsys_battery
1775033281.117,-181000,4063000,246,4490000,dumpsys_battery
1775033281.660,-181000,4063000,246,4490000,dumpsys_battery
1775033282.256,-181000,4063000,246,4490000,dumpsys_battery
1775033282.663,-181000,4063000,246,4490000,dumpsys_battery
1775033283.162,-181000,4063000,246,4490000,dumpsys_battery
1775033283.748,-181000,4063000,246,4490000,dumpsys_battery
1775033284.422,-181000,4063000,246,4490000,dumpsys_battery
1775033285.010,-181000,4063000,246,4490000,dumpsys_battery
