timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1774366253.144,373000,3885000,282,1970000,dumpsys_battery
1774366254.307,373000,3885000,282,1970000,dumpsys_battery
1774366255.440,373000,3885000,282,1970000,dumpsys_battery
1774366256.614,373000,3885000,282,1970000,dumpsys_battery
1774366257.775,373000,3885000,282,1970000,dumpsys_battery
1774366258.946,38000,3854000,282,1970000,dumpsys_battery
1774366260.094,38000,3854000,282,1970000,dumpsys_battery
1774366261.269,38000,3854000,282,1970000,dumpsys_battery
1774366262.435,38000,3854000,282,1970000,dumpsys_battery
1774366263.621,38000,3854000,282,1970000,dumpsys_battery
1774366264.797,38000,3854000,282,1970000,dumpsys_battery
1774366265.974,38000,3854000,282,1970000,dumpsys_battery
1774366267.168,38000,3854000,282,1970000,dumpsys_battery
1774366268.348,300000,3873000,282,1970000,dumpsys_battery
1774366269.529,300000,3873000,282,1970000,dumpsys_battery
1774366270.708,300000,3873000,282,1970000,dumpsys_battery
1774366271.898,300000,3873000,282,1970000,dumpsys_battery
1774366273.071,300000,3873000,282,1970000,dumpsys_battery
1774366274.260,300000,3873000,282,1970000,dumpsys_battery
1774366275.425,300000,3873000,282,1970000,dumpsys_battery
1774366276.602,300000,3873000,282,1970000,dumpsys_battery
1774366277.783,300000,3873000,282,1970000,dumpsys_battery
1774366278.961,230000,3859000,282,1970000,dumpsys_battery
