timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1774365493.089,267000,3864000,279,1890000,dumpsys_battery
1774365495.226,267000,3864000,279,1890000,dumpsys_battery
1774365497.429,267000,3864000,279,1890000,dumpsys_battery
1774365499.795,267000,3864000,279,1890000,dumpsys_battery
1774365501.964,267000,3864000,279,1890000,dumpsys_battery
1774365503.930,315000,3857000,279,1890000,dumpsys_battery
1774365505.850,315000,3857000,279,1890000,dumpsys_battery
1774365507.388,315000,3857000,279,1890000,dumpsys_battery
1774365543.280,-247000,3815000,278,1890000,dumpsys_battery
1774365544.781,-247000,3815000,278,1890000,dumpsys_battery
1774365545.976,-247000,3815000,278,1890000,dumpsys_battery
1774365547.155,-247000,3815000,278,1890000,dumpsys_battery
1774365548.332,-247000,3815000,278,1890000,dumpsys_battery
1774365549.515,-247000,3815000,278,1890000,dumpsys_battery
1774365550.705,-247000,3815000,278,1890000,dumpsys_battery
1774365551.894,-247000,3815000,278,1890000,dumpsys_battery
1774365553.089,241000,3857000,279,1890000,dumpsys_battery
1774365554.640,241000,3857000,279,1890000,dumpsys_battery
1774365556.574,241000,3857000,279,1890000,dumpsys_battery
1774365558.606,241000,3857000,279,1890000,dumpsys_battery
1774365560.762,241000,3857000,279,1890000,dumpsys_battery
1774365562.640,241000,3857000,279,1890000,dumpsys_battery
