timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1774366172.520,419000,3883000,282,1955000,dumpsys_battery
1774366173.730,419000,3883000,282,1955000,dumpsys_battery
1774366174.978,419000,3883000,282,1955000,dumpsys_battery
1774366176.140,419000,3883000,282,1955000,dumpsys_battery
1774366177.305,419000,3883000,282,1955000,dumpsys_battery
1774366178.438,115000,3856000,282,1960000,dumpsys_battery
1774366179.618,115000,3856000,282,1960000,dumpsys_battery
1774366180.754,115000,3856000,282,1960000,dumpsys_battery
1774366181.921,115000,3856000,282,1960000,dumpsys_battery
1774366183.100,115000,3856000,282,1960000,dumpsys_battery
1774366184.267,115000,3856000,282,1960000,dumpsys_battery
1774366185.445,115000,3856000,282,1960000,dumpsys_battery
1774366186.635,115000,3856000,282,1960000,dumpsys_battery
1774366187.816,330000,3872000,281,1960000,dumpsys_battery
1774366188.992,330000,3872000,281,1960000,dumpsys_battery
1774366190.175,330000,3872000,281,1960000,dumpsys_battery
1774366191.360,330000,3872000,281,1960000,dumpsys_battery
1774366192.552,330000,3872000,281,1960000,dumpsys_battery
1774366193.735,330000,3872000,281,1960000,dumpsys_battery
1774366194.918,330000,3872000,281,1960000,dumpsys_battery
1774366196.096,330000,3872000,281,1960000,dumpsys_battery
1774366197.278,330000,3872000,281,1960000,dumpsys_battery
1774366198.452,109000,3867000,282,1960000,dumpsys_battery
