timestamp_s,current_ua,voltage_uv,temp_deci_c,charge_counter_uah,source
1774365932.786,419000,3876000,281,1930000,dumpsys_battery
1774365933.978,419000,3876000,281,1930000,dumpsys_battery
1774365935.143,419000,3876000,281,1930000,dumpsys_battery
1774365936.320,219000,3865000,280,1930000,dumpsys_battery
1774365937.489,219000,3865000,280,1930000,dumpsys_battery
1774365938.665,219000,3865000,280,1930000,dumpsys_battery
1774365939.870,219000,3865000,280,1930000,dumpsys_battery
1774365941.028,219000,3865000,280,1930000,dumpsys_battery
1774365942.202,219000,3865000,280,1930000,dumpsys_battery
1774365943.391,219000,3865000,280,1930000,dumpsys_battery
1774365944.580,219000,3865000,280,1930000,dumpsys_battery
1774365945.783,-703000,3788000,281,1930000,dumpsys_battery
1774365946.957,-703000,3788000,281,1930000,dumpsys_battery
1774365948.159,-703000,3788000,281,1930000,dumpsys_battery
1774365949.358,-703000,3788000,281,1930000,dumpsys_battery
1774365950.552,-703000,3788000,281,1930000,dumpsys_battery
1774365951.742,-703000,3788000,281,1930000,dumpsys_battery
1774365952.933,-703000,3788000,281,1930000,dumpsys_battery
1774365954.134,-703000,3788000,281,1930000,dumpsys_battery
1774365955.343,-703000,3788000,281,1930000,dumpsys_battery
1774365956.552,326000,3861000,281,1930000,dumpsys_battery
1774365957.789,326000,3861000,281,1930000,dumpsys_battery
1774365959.035,326000,3861000,281,1930000,dumpsys_battery
